year,wareki,month,day,text,forTransText,english,ov150words
1643,寛永20,6,,福井藩，異国船改めのため三国に番所を建てる〔家譜〕.,福井藩，異国船改めのため三国に番所を建てる,,2
1644,正保1,1,,酒井忠勝の嫡男忠朝，若狭浦に幽居〔酒井家稿本〕.,酒井忠勝の嫡男忠朝，若狭浦に幽居,,2
1644,正保1,3,15,松平直基，山形15万石へ転封〔家譜〕.,松平直基，山形15万石へ転封,,2
1644,正保1,3,15,松平直良，大野5万石へ転封.勝山領3万5000石は幕府領となり福井藩に預けられる〔家譜〕.,松平直良，大野5万石へ転封.勝山領3万5000石は幕府領となり福井藩に預けられる,,2
1644,正保1,4,,坂井郡泥原新保浦の竹内藤右衛門らの船，韃靼国に漂着〔韃靼漂流記〕.,坂井郡泥原新保浦の竹内藤右衛門らの船，韃靼国に漂着,,2
1644,正保1,5,,福井藩領丹生郡米ノ浦の村人，庄屋を残し逃散〔家譜〕.,福井藩領丹生郡米ノ浦の村人，庄屋を残し逃散,,2
1644,正保1,6,27,三方郡日向浦で長久寺檀家を家族ごとに記した「吉利支丹改帳」が作られる〔漆沢納家文書〕.,三方郡日向浦で長久寺檀家を家族ごとに記した「吉利支丹改帳」が作られる,,2
1644,正保1,9,1,土井利房，父利勝の遺領1万石を分け与えられる〔寛政譜〕.,土井利房，父利勝の遺領1万石を分け与えられる,,2
1645,正保2,5,19,本多重能，父成重の跡を継ぎ丸岡藩主となる〔寛政譜〕.,本多重能，父成重の跡を継ぎ丸岡藩主となる,,2
1645,正保2,5,22,福井藩，新潟へ逃散した丹生郡米ノ浦の村人を連れ戻す〔家譜〕.,福井藩，新潟へ逃散した丹生郡米ノ浦の村人を連れ戻す,,2
1645,正保2,5,,酒井忠勝，幕府の命により三河瀧山寺内に東照宮を創建〔酒井家稿本〕.,酒井忠勝，幕府の命により三河瀧山寺内に東照宮を創建,,2
1645,正保2,-5,6,忠勝，雲浜天神・小浜八幡・西津大明神・西津弁才天・遠敷上下大明神(若狭彦社，若狭姫社)・明通寺・上瀬(宇波西)大明神・佐柿山王宮の修理を指示〔酒井忠勝書下〕.,忠勝，雲浜天神・小浜八幡・西津大明神・西津弁才天・遠敷上下大明神(若狭彦社，若狭姫社)・明通寺・上瀬(宇波西)大明神・佐柿山王宮の修理を指示,,2
1645,正保2,-5,8,敦賀郡今浜村，新規鯵網について川向御所辻子町と争う〔西野四郎太夫家文書〕.,敦賀郡今浜村，新規鯵網について川向御所辻子町と争う,,2
1645,正保2,10,19,松平光通，福井藩を継ぎ，弟昌勝へ5万石（松岡藩），昌親へ2万5000石（吉江藩）分知〔家譜〕.,松平光通，福井藩を継ぎ，弟昌勝へ5万石（松岡藩），昌親へ2万5000石（吉江藩）分知,,2
1645,正保2,11,2,福井藩，過料銀規定を改め欠落防止を図る〔家譜〕.,福井藩，過料銀規定を改め欠落防止を図る,,2
1645,正保2,,,この年小浜城の城郭完成〔酒井家文書〕.／備後福山藩主水野勝俊，紙漉き2人を越前へ派遣〔小場家文書〕.／小浜藩，「若狭敦賀之絵図」を作成〔酒井家文書〕.／福井藩，国絵図を作成〔家譜〕.,この年小浜城の城郭完成,,2
1646,正保3,1,10,江戸から御目付2人が福井へ来て100日間逗留〔家譜〕.,江戸から御目付2人が福井へ来て100日間逗留,,2
1646,正保3,,,この年敦賀郡大比田浦百姓，年貢の割付などについて庄屋を訴える〔中山正彌家文書〕.,この年敦賀郡大比田浦百姓，年貢の割付などについて庄屋を訴える,,2
1647,正保4,11,,福井藩，平泉寺の隠田に検地を実施し300石余を打ち出す〔家譜〕.,福井藩，平泉寺の隠田に検地を実施し300石余を打ち出す,,2
1647,正保4,,,この年加賀へ大坂廻米の上方船が来る.,この年加賀へ大坂廻米の上方船が来る.,,2
1648,慶安1,6,14,松平直基，山形から姫路へ転封〔家譜〕.,松平直基，山形から姫路へ転封,,2
1648,慶安1,8,17,酒井忠勝，福知山城主稲葉紀通改易にあたり軍事動員を準備〔酒井忠勝書下〕.,酒井忠勝，福知山城主稲葉紀通改易にあたり軍事動員を準備,,2
1648,慶安1,11,3,松平昌勝の居館竣工，松岡と改名〔大連彦兵衛家文書〕.,松平昌勝の居館竣工，松岡と改名,,2
1648,慶安1,11,3,松平昌親，在所を丹生郡立待郷吉江に願って許される〔家譜〕.,松平昌親，在所を丹生郡立待郷吉江に願って許される,,2
1649,慶安2,6,28,三方郡海山村と鳥浜村，三方湖の領有をめぐり争う〔酒井家稿本〕.,三方郡海山村と鳥浜村，三方湖の領有をめぐり争う,,2
1649,慶安2,8,,松平昌勝・昌親両人の給人へ替知目録が与えられる〔奈良定一家文書、松平千秋家文書など〕.,松平昌勝・昌親両人の給人へ替知目録が与えられる,,2
1649,慶安2,9,,酒井忠勝，嫡子忠朝を廃し忠直をこれにかえる〔酒井家稿本〕.,酒井忠勝，嫡子忠朝を廃し忠直をこれにかえる,,2
1649,慶安2,,,この年九十九橋，架け替えられる〔家譜〕.／北陸道の金津から板取までの18宿，商人荷物をめぐり三国湊を訴える(1656年にも)〔久末重松家文書〕.／福井藩，明里米蔵を設置〔家譜〕.,この年九十九橋，架け替えられる,,2
1650,慶安3,4,21,小浜常在小路・漁師町などで火事，62軒焼失〔拾椎雑話〕.,小浜常在小路・漁師町などで火事，62軒焼失,,2
1650,慶安3,6,,岩佐又兵衛，江戸で死去.,岩佐又兵衛，江戸で死去.,,2
1650,慶安3,7,3,福井肴町の魚屋，丹生郡宿・新保両浦の網場争論を仲介〔宿浦区有文書〕.,福井肴町の魚屋，丹生郡宿・新保両浦の網場争論を仲介,,2
1650,慶安3,9,10,松平忠直，豊後津守村において死去（56歳）〔家譜〕.,松平忠直，豊後津守村において死去（56歳）,,2
1650,慶安3,-10,,福井藩領の浦うらで「大風雨津波」により家500余軒と船100余艘破損〔家譜〕.,福井藩領の浦うらで「大風雨津波」により家500余軒と船100余艘破損,,2
1650,慶安3,,,この年福井藩，借知（5割）を初めて行う〔大連彦兵衛家文書〕.／カレイ，敦賀町の魚屋に多く出回り始める.,この年福井藩，借知（5割）を初めて行う,,2
1651,慶安4,4,20,将軍徳川家光死去.,将軍徳川家光死去.,,2
1651,慶安4,7,26,由比正雪，駿府で自殺.,由比正雪，駿府で自殺.,,2
1651,慶安4,8,9,松平光通・昌勝・昌親，日光家光廟普請手伝を命じられる〔家譜〕.,松平光通・昌勝・昌親，日光家光廟普請手伝を命じられる,,2
1651,慶安4,12,18,小浜藩，三方郡世久見浦と枝浦食見浦の山林争論を裁許〔酒井家稿本〕.,小浜藩，三方郡世久見浦と枝浦食見浦の山林争論を裁許,,2
1651,慶安4,,,この年小浜藩領内で塩年貢の減免が実現.,この年小浜藩領内で塩年貢の減免が実現.,,2
1652,承応1,2,8,本多重昭，丸岡藩を継ぐ〔寛政譜〕.,本多重昭，丸岡藩を継ぐ,,2
1652,承応1,5,16,松木長操，処刑される（1619年とする説もあり定かでない）〔酒井家稿本〕.,松木長操，処刑される（1619年とする説もあり定かでない）,,2
1652,承応1,6,,敦賀郡山中越の道路開修〔酒井家稿本〕.,敦賀郡山中越の道路開修,,2
1652,承応1,,,この年幸若の諸鶴家の長次郎死去，跡が絶える.,この年幸若の諸鶴家の長次郎死去，跡が絶える.,,2
1653,承応2,1,8,小浜藩で寄合に郡奉行が加わり，筆頭家老がすべての評定に出席するようになる〔酒井家文書〕.,小浜藩で寄合に郡奉行が加わり，筆頭家老がすべての評定に出席するようになる,,2
1653,承応2,2,13,福井藩預所大野郡新在家村の庄屋ら，磔刑となる〔家譜〕.,福井藩預所大野郡新在家村の庄屋ら，磔刑となる,,2
1653,承応2,2,29,福井藩，在々家数改に4人の郡奉行の廻村を命じる〔家譜〕.,福井藩，在々家数改に4人の郡奉行の廻村を命じる,,2
1653,承応2,4,25,福井藩，山方掟書を制定〔家譜〕.,福井藩，山方掟書を制定,,2
1653,承応2,-6,10,松平光通，初入部〔家譜〕.,松平光通，初入部,,2
1653,承応2,7,23,福井藩，家臣団への規定に徒党禁止をあげる〔家譜〕.,福井藩，家臣団への規定に徒党禁止をあげる,,2
1653,承応2,,,この年近松門左衛門，福井で生まれる〔鯖江市史〕.／今立郡水海村で大百姓と小百姓，持山について争う〔鵜甘神社原神主家文書〕.／酒井忠勝，塗師三十郎を江戸に呼び出す〔酒井家文書〕.／忠勝，油桐の木の植付けを領内に命じる〔酒井忠勝書下〕.,この年近松門左衛門，福井で生まれる,,2
1654,承応3,2,25,酒井忠勝，敦賀から山中までの道作りと新道野越の道の整備を指示〔酒井忠勝書下〕.,酒井忠勝，敦賀から山中までの道作りと新道野越の道の整備を指示,,2
1654,承応3,2,,松平光通，伝馬定を出す〔竹内嘉右衛門家文書〕.,松平光通，伝馬定を出す,,2
1654,承応3,,,この年遠敷郡小松原村と泊浦，鯵網場をめぐり争う〔浦谷恒雄文書〕.,この年遠敷郡小松原村と泊浦，鯵網場をめぐり争う,,2
1655,明暦1,2,,福井藩，家中へ奢侈禁止令を出す〔家譜〕.,福井藩，家中へ奢侈禁止令を出す,,2
1655,明暦1,6,11,松平昌親，吉江に初入部〔家譜〕.,松平昌親，吉江に初入部,,2
1655,明暦1,,,この年近松門左衛門吉江に移る〔鯖江市史〕.／福井藩，勝山御領分の物成を拝借〔家譜〕.／福井藩，白山本社修造をめぐり加賀藩と争う〔家譜〕.,この年近松門左衛門吉江に移る,,2
1656,明暦2,3,28,酒井忠勝，「心持之覚」を定める〔酒井家文書〕.,酒井忠勝，「心持之覚」を定める,,2
1656,明暦2,5,26,忠勝致仕，忠直小浜藩を継ぐ〔寛政譜〕.,忠勝致仕，忠直小浜藩を継ぐ,,2
1656,明暦2,9,28,松平直堅（権蔵），御泉水屋敷で生まれる〔家譜〕.,松平直堅（権蔵），御泉水屋敷で生まれる,,2
1656,明暦2,,,この年越前専修寺真教の子専誉，越前国内の寺地を幕府に許される〔三重県信光寺文書〕.,この年越前専修寺真教の子専誉，越前国内の寺地を幕府に許される,,2
1657,明暦3,1,19,江戸大火（明暦の大火），福井藩江戸藩邸焼失〔家譜〕.,江戸大火（明暦の大火），福井藩江戸藩邸焼失,,2
1657,明暦3,4,21,遠敷郡宮川4か村，草刈山をめぐり矢代浦を訴える〔清水三郎右衛門文書〕.,遠敷郡宮川4か村，草刈山をめぐり矢代浦を訴える,,2
1657,明暦3,4,23,遠敷郡田烏浦と矢代浦，なご崎の漁場をめぐり争う〔酒井家稿本〕.,遠敷郡田烏浦と矢代浦，なご崎の漁場をめぐり争う,,2
1657,明暦3,6,27,大飯郡和田村と大島村・犬見村，薪木採集をめぐり争う〔酒井家稿本〕.,大飯郡和田村と大島村・犬見村，薪木採集をめぐり争う,,2
1657,明暦3,7,25,三方郡世久見浦の庄屋，食見浦の村人を山林盗伐の件で訴える〔酒井家稿本〕.,三方郡世久見浦の庄屋，食見浦の村人を山林盗伐の件で訴える,,2
1657,明暦3,,,この年松平光通，京都から大愚を招き臨済宗万松山大安寺を創建〔家譜〕.,この年松平光通，京都から大愚を招き臨済宗万松山大安寺を創建,,2
1658,万治1,8,28,小浜八幡宮で勧進相撲が行われる〔拾椎雑話〕.,小浜八幡宮で勧進相撲が行われる,,2
1658,万治1,11,5,吉江藩主松平昌親，江戸鳥越に屋敷を拝領〔家譜〕.,吉江藩主松平昌親，江戸鳥越に屋敷を拝領,,2
1658,万治1,,,この春今立郡下新庄村で庄屋特権にかかわる居屋敷争論がおこる〔福岡平左衛門家文書〕.,この春今立郡下新庄村で庄屋特権にかかわる居屋敷争論がおこる,,2
1658,万治1,,,この年安川与三右衛門，大野町南の堀切野で新田を開発〔安川与三右衛門家文書〕.／幕府宗門改役，全国的にキリシタンを摘発〔契利斯督記〕.／酒井忠勝，塗師三十郎に扶持米を与える〔酒井家文書〕.／遠敷郡本保村で庄屋と小百姓の間で争論がおこる〔清水三郎左衛門家文書〕.／田中好安・千賀源右衛門，小浜町人のため講筵を開く〔酒井家稿本〕.,この年安川与三右衛門，大野町南の堀切野で新田を開発,,2
1659,万治2,2,27,小浜で地震〔酒井家稿本〕.,小浜で地震,,2
1659,万治2,2,,福井藩，人改めを行う〔西野次郎兵衛家文書〕.,福井藩，人改めを行う,,2
1659,万治2,3,25,酒井忠直，江戸城普請に敦賀の間似合紙1万枚を献上〔御自分日記〕.,酒井忠直，江戸城普請に敦賀の間似合紙1万枚を献上,,2
1659,万治2,4,2,福井城下で大火，高知屋敷や町家約1700軒を焼失〔御自分日記〕.,福井城下で大火，高知屋敷や町家約1700軒を焼失,,2
1659,万治2,5,22,小浜藩，領内各村に検地帳・名寄帳を作成させる〔酒井家稿本〕.,小浜藩，領内各村に検地帳・名寄帳を作成させる,,2
1659,万治2,5,,敦賀の売買両問屋，米仲の口数についての願書を出す〔寛文雑記〕.,敦賀の売買両問屋，米仲の口数についての願書を出す,,2
1659,万治2,6,12,忠直，江戸城普請に敦賀の間似合紙5000枚を献上〔御自分日記〕.,忠直，江戸城普請に敦賀の間似合紙5000枚を献上,,2
1659,万治2,6,,幕府，諸藩に対して家中の宗門改を命じる〔御触書寛保集成〕.,幕府，諸藩に対して家中の宗門改を命じる,,2
1659,万治2,9,5,敦賀川向漁師町から出火，298軒焼失〔御自分日記〕.,敦賀川向漁師町から出火，298軒焼失,,2
